;279010;698737;1114965;712938;220668;568704;1225205;1624;1398;1348908;370552;525318;692420;1230477;767455;880633;1318;326425;1457191;695562;1390082;904354;883164;1333862;1402;491077;453366;1154861;1214192;1154879;370554;565143;1391469;1353243;40041;1138890;1073372;260799;1260356;759913;224308;1348623;1350467;1041521;568814;1052684;1315975;862967;347253;575599;1300223;1034809;281309;1236548;862966;695563;545693;1226678;1324966;345219;1390372;1116220;979222;1157358;93061;1095729;210007;1051072;1157475;1350466;1266717;1381085;1037411;1048332;322159;390333;1053233;283734;1269760;862968;1333863;453365;257314;1433289;1154776;180862;1308;1587;1344987;1215914;529122;1436725;1214218;176280;1126211;511437;453362;171101;1000589;1422305;1163301;1198291;1298921;663954;1050107;1273133;1314;1214210;212045;1404;1598;1579;1053174;981539;1154876;525310;857292;767462;226185;681573;1604;1155131;1580;1429244;119602;1381124;1245026;909954;862971;1384064;997761;1232672;1151189;226900;1053215;886882;718222;208435;1225186;1423723;663951;706437;1423728;1258574;862969;1327988;1138915;990317;1051074;1391465;931437;696216;1248420;76860;1131732;1312920;695560;349123;272621;1358027;333849;1036673;33959;888048;1029822;1409679;160490;1226335;1051653;452436;1333538;1200793;1382301;525306;1071400;29397;1116391;568206;1051657;557436;1368424;1225194;1344989;568703;1408186;334390;1304;1225196;525361;79672;637909;1323698;387344;760570;984892;1121088;937773;53354;362948;1318635;553482;198094;1304889;487214;1035184;767453;1226679;1316583;1074494;1412842
279010;0.000000;0.849316;0.849640;0.882184;0.830536;0.815849;0.852646;0.871169;0.755545;0.808923;0.862833;0.820346;0.719460;0.727121;0.860269;0.865083;0.843219;0.867596;0.816361;0.864025;0.862895;0.851950;0.850222;0.763366;0.118067;0.863675;0.859625;0.855518;0.844854;0.854424;0.863342;0.726346;0.810847;0.844592;0.860911;0.812325;0.847074;0.804264;0.800238;0.857239;0.725339;0.777601;0.841776;0.874258;0.855085;0.764413;0.731582;0.850904;0.859601;0.883923;0.819962;0.849659;0.805790;0.723248;0.852881;0.862895;0.775722;0.867947;0.813177;0.755095;0.717188;0.842573;0.853098;0.813413;0.846886;0.837870;0.851616;0.861042;0.808629;0.827371;0.831952;0.859192;0.873688;0.860850;0.872963;0.869264;0.814876;0.832038;0.869844;0.852327;0.764319;0.859350;0.869190;0.864845;0.853836;0.815408;0.873219;0.864286;0.856978;0.815515;0.814253;0.871261;0.845007;0.855962;0.714186;0.832804;0.859061;0.861797;0.854993;0.848847;0.845196;0.719787;0.754753;0.856467;0.861525;0.873802;0.863939;0.843079;0.804693;0.778134;0.857871;0.864554;0.812512;0.842912;0.854569;0.814287;0.853779;0.863548;0.812436;0.862403;0.861319;0.854633;0.849563;0.763029;0.853683;0.876380;0.755194;0.870445;0.839981;0.854961;0.814609;0.162782;0.816647;0.805581;0.815138;0.763080;0.813905;0.859276;0.850737;0.861922;0.842963;0.848597;0.834956;0.838637;0.850315;0.831266;0.819146;0.842916;0.869443;0.809591;0.844848;0.852326;0.855341;0.846880;0.512039;0.815432;0.860774;0.858611;0.868047;0.862230;0.811653;0.814605;0.872591;0.850059;0.872688;0.851182;0.867021;0.858729;0.814932;0.855510;0.716984;0.853553;0.828586;0.867869;0.831134;0.872496;0.814715;0.804375;0.815407;0.865263;0.131181;0.848283;0.856020;0.818841;0.875483;0.882434;0.859530;0.851934;0.814403;0.819537;0.843298;0.845587;0.859137;0.849180;0.834362;0.774492;0.831548;0.842931;0.869890;0.813857;0.859969;0.804264;0.826958;0.854727;0.851560;0.885735;0.866991;0.853632;0.855209;0.804507
698737;0.849316;0.000000;0.846260;0.914304;0.831226;0.854223;0.809090;0.770281;0.854246;0.764182;0.821080;0.801001;0.847799;0.818752;0.902551;0.806639;0.841073;0.811629;0.854602;0.815490;0.821855;0.157240;0.067769;0.831383;0.846184;0.823589;0.837983;0.782887;0.834243;0.785062;0.819611;0.822508;0.778914;0.814288;0.845341;0.803788;0.844416;0.764757;0.803888;0.825729;0.821671;0.781350;0.846863;0.775406;0.839727;0.824832;0.828845;0.810889;0.829338;0.916887;0.857818;0.062908;0.766911;0.824617;0.813061;0.813710;0.780322;0.783928;0.784178;0.856047;0.843490;0.720440;0.725566;0.771371;0.718525;0.809310;0.803511;0.846123;0.794954;0.827691;0.768212;0.842039;0.796605;0.829775;0.836350;0.907790;0.786806;0.769593;0.909583;0.818222;0.823788;0.837006;0.789342;0.827279;0.783775;0.786442;0.836493;0.806017;0.731524;0.851553;0.785923;0.834776;0.833495;0.725270;0.843647;0.848340;0.835625;0.837052;0.822375;0.727720;0.817220;0.848735;0.854169;0.824825;0.904955;0.775321;0.822875;0.831726;0.766928;0.780759;0.811013;0.788236;0.782044;0.794833;0.784238;0.802481;0.817827;0.805345;0.773896;0.847402;0.814361;0.726557;0.856080;0.831278;0.820827;0.907804;0.855652;0.793480;0.810772;0.861899;0.923917;0.843461;0.778126;0.766059;0.784745;0.823882;0.783532;0.787677;0.806174;0.811988;0.716357;0.819277;0.851351;0.792059;0.815676;0.832065;0.808100;0.796031;0.831700;0.801957;0.719684;0.818228;0.816686;0.812258;0.846631;0.851478;0.813358;0.812906;0.785097;0.815523;0.799495;0.924892;0.793617;0.848284;0.772473;0.167748;0.824678;0.802137;0.851724;0.823416;0.850398;0.820475;0.849727;0.784500;0.846582;0.913538;0.924697;0.766797;0.851648;0.821371;0.845378;0.801499;0.727804;0.856162;0.797746;0.914399;0.830426;0.808169;0.853260;0.794277;0.795441;0.834828;0.865178;0.845840;0.770937;0.870034;0.766049;0.795731;0.771413;0.849802;0.843831;0.764729;0.827691;0.830262;0.816836;0.918479;0.783641;0.814138;0.821529;0.766915
1114965;0.849640;0.846260;0.000000;0.895457;0.852125;0.855172;0.831977;0.842403;0.858240;0.832228;0.828019;0.836279;0.854226;0.836781;0.875842;0.846706;0.600146;0.850537;0.855334;0.842924;0.827464;0.846469;0.845624;0.844169;0.848171;0.855069;0.813435;0.826012;0.814535;0.824341;0.826274;0.838736;0.828962;0.813846;0.837056;0.828892;0.600781;0.845993;0.824167;0.823261;0.837240;0.842225;0.853489;0.845527;0.818293;0.843189;0.842847;0.815314;0.808233;0.896434;0.858652;0.845108;0.847747;0.839135;0.812479;0.842325;0.841003;0.843880;0.859523;0.858845;0.852674;0.845276;0.846227;0.826846;0.845938;0.813872;0.822763;0.837527;0.824156;0.850224;0.846402;0.836638;0.845864;0.810201;0.824808;0.880745;0.860735;0.844121;0.883451;0.816575;0.841208;0.812574;0.842326;0.820589;0.825020;0.861255;0.825509;0.846672;0.851367;0.850358;0.860342;0.824632;0.814968;0.847608;0.853094;0.847521;0.810671;0.806722;0.821730;0.851962;0.813028;0.854714;0.856710;0.821417;0.876069;0.846411;0.829482;0.813482;0.847769;0.841973;0.845147;0.844676;0.858142;0.818189;0.823322;0.836653;0.818989;0.846120;0.826410;0.840710;0.842598;0.847180;0.858861;0.844474;0.821792;0.891132;0.857037;0.843333;0.811618;0.864448;0.909794;0.847514;0.829933;0.847500;0.860300;0.842595;0.859213;0.825286;0.830022;0.841626;0.845232;0.817462;0.847783;0.816163;0.815258;0.852790;0.833318;0.819165;0.820832;0.828907;0.847796;0.816585;0.820384;0.815571;0.848537;0.850193;0.842245;0.847703;0.843624;0.849092;0.824533;0.910216;0.844155;0.611211;0.843893;0.845686;0.828760;0.846192;0.851775;0.823615;0.856119;0.806653;0.857685;0.844214;0.845789;0.890639;0.910177;0.847728;0.850841;0.851478;0.848096;0.825591;0.849112;0.857019;0.847074;0.895542;0.808193;0.829665;0.854807;0.866081;0.818803;0.815855;0.864280;0.446928;0.845560;0.870431;0.843735;0.819820;0.842970;0.849147;0.838834;0.845975;0.850434;0.802145;0.818305;0.898762;0.843420;0.817160;0.807046;0.847800
712938;0.882184;0.914304;0.895457;0.000000;0.865988;0.868272;0.912790;0.917507;0.883597;0.905718;0.905662;0.882839;0.886811;0.889054;0.866316;0.903564;0.893364;0.905991;0.868272;0.896296;0.905489;0.915060;0.914209;0.885111;0.882501;0.893796;0.906598;0.911426;0.896996;0.910447;0.904900;0.889723;0.895663;0.906230;0.906310;0.905077;0.894089;0.911758;0.901175;0.900733;0.888825;0.904556;0.864391;0.917246;0.900632;0.886701;0.891945;0.908300;0.899224;0.359576;0.872019;0.913785;0.912866;0.889022;0.908457;0.896605;0.903692;0.908742;0.918982;0.883319;0.886896;0.915418;0.918712;0.895796;0.915249;0.903988;0.907755;0.906063;0.903230;0.866233;0.907561;0.906082;0.912477;0.900967;0.906837;0.870178;0.919352;0.906823;0.873852;0.908109;0.885744;0.906968;0.909995;0.904738;0.910482;0.919517;0.907051;0.902674;0.921481;0.870918;0.919212;0.906737;0.897336;0.918647;0.886493;0.865623;0.906280;0.904824;0.899136;0.918566;0.906119;0.887000;0.882429;0.900127;0.864210;0.918971;0.905972;0.897136;0.912632;0.904825;0.889892;0.905396;0.918064;0.901279;0.910033;0.880539;0.909253;0.902689;0.894515;0.907705;0.895800;0.919367;0.866273;0.884962;0.900479;0.336253;0.882017;0.910042;0.905392;0.868101;0.900375;0.882710;0.897289;0.912710;0.919269;0.886821;0.918448;0.910864;0.911656;0.895920;0.915267;0.907344;0.867115;0.899974;0.907310;0.864741;0.907958;0.901589;0.905558;0.905078;0.916391;0.908105;0.910446;0.907181;0.883068;0.870969;0.896003;0.890036;0.907880;0.890334;0.903001;0.900000;0.911885;0.895143;0.916893;0.914854;0.905854;0.901644;0.872386;0.901378;0.887307;0.899294;0.864051;0.908739;0.865800;0.881062;0.900281;0.912620;0.870950;0.891094;0.882621;0.909627;0.920039;0.869843;0.912970;0.107341;0.899058;0.911131;0.868480;0.922321;0.901297;0.897201;0.867187;0.894798;0.906844;0.889817;0.905846;0.901791;0.915143;0.870621;0.907381;0.911744;0.864982;0.903379;0.908805;0.322333;0.907739;0.908975;0.899119;0.912646
220668;0.830536;0.831226;0.852125;0.865988;0.000000;0.803628;0.848123;0.847360;0.838231;0.821752;0.849158;0.801130;0.832591;0.818892;0.870657;0.838649;0.847038;0.842433;0.804384;0.835507;0.849138;0.832170;0.831262;0.811658;0.828430;0.834744;0.857115;0.841189;0.841417;0.841458;0.848792;0.821785;0.812653;0.846500;0.856901;0.833600;0.850273;0.827680;0.829223;0.844460;0.821099;0.821358;0.799392;0.850404;0.850306;0.810897;0.826436;0.848810;0.843982;0.867821;0.809348;0.830619;0.829513;0.821226;0.849834;0.834321;0.820850;0.838274;0.836825;0.839015;0.830142;0.827173;0.838832;0.811334;0.828996;0.842129;0.843908;0.856671;0.829171;0.282803;0.827022;0.855085;0.849979;0.846178;0.857769;0.878532;0.839427;0.825626;0.879081;0.851272;0.809588;0.856712;0.844703;0.849624;0.839945;0.838487;0.857823;0.837711;0.843955;0.802423;0.839010;0.855891;0.841622;0.841285;0.830306;0.810294;0.855829;0.856243;0.840694;0.833856;0.846329;0.833107;0.836844;0.843802;0.872157;0.850747;0.850155;0.840247;0.828416;0.821066;0.825291;0.837090;0.835794;0.826692;0.841045;0.797504;0.851257;0.837023;0.810834;0.858103;0.833460;0.840327;0.806930;0.812006;0.841436;0.858337;0.837711;0.845977;0.843863;0.814699;0.880736;0.827149;0.814683;0.828775;0.838790;0.810561;0.837182;0.844102;0.846417;0.833130;0.827242;0.848779;0.812985;0.823373;0.849186;0.314792;0.838355;0.827741;0.854246;0.832005;0.829608;0.851260;0.852437;0.846456;0.828547;0.802384;0.832958;0.826291;0.838723;0.828992;0.831344;0.881289;0.848058;0.852778;0.848484;0.831739;0.851805;0.834208;0.803215;0.844009;0.834626;0.840150;0.755809;0.838442;0.808576;0.884341;0.881283;0.828415;0.803062;0.834153;0.828263;0.843173;0.842413;0.807104;0.851328;0.866096;0.844354;0.846678;0.802962;0.843822;0.826901;0.841841;0.816531;0.851362;0.828132;0.852799;0.825589;0.826846;0.846449;0.801148;0.857288;0.827661;0.268061;0.850547;0.851007;0.870003;0.837602;0.850433;0.840981;0.828492
568704;0.815849;0.854223;0.855172;0.868272;0.803628;0.000000;0.857306;0.871013;0.820333;0.842099;0.858256;0.812289;0.820296;0.812179;0.861499;0.853532;0.850489;0.856631;0.396332;0.848138;0.858315;0.855253;0.854284;0.813323;0.814981;0.851642;0.864177;0.860062;0.848615;0.859601;0.858183;0.813872;0.828310;0.852770;0.859228;0.841946;0.852794;0.849258;0.831717;0.852926;0.812736;0.835588;0.815047;0.873268;0.856444;0.815246;0.817611;0.857186;0.854387;0.869300;0.452118;0.853688;0.850919;0.812045;0.858141;0.847392;0.834573;0.858633;0.858944;0.819954;0.818907;0.853427;0.864955;0.828806;0.854969;0.849352;0.852847;0.859025;0.838589;0.801786;0.842708;0.857610;0.868713;0.856797;0.866933;0.868595;0.860419;0.841278;0.869975;0.857355;0.813658;0.864189;0.864359;0.860945;0.858532;0.860573;0.867324;0.852530;0.869383;0.768805;0.860057;0.865996;0.848921;0.866378;0.818861;0.812688;0.863599;0.863173;0.849399;0.859399;0.852420;0.820511;0.817972;0.851920;0.862206;0.873848;0.858935;0.847715;0.850148;0.835596;0.843128;0.856408;0.857856;0.840909;0.859231;0.807620;0.858229;0.852073;0.827475;0.860230;0.846504;0.866356;0.821407;0.813729;0.850611;0.863013;0.818439;0.864994;0.850576;0.827385;0.874398;0.814588;0.831368;0.850822;0.860295;0.814888;0.859125;0.861583;0.856121;0.846700;0.853955;0.854811;0.814009;0.838044;0.855748;0.804818;0.846941;0.841822;0.864140;0.840711;0.855578;0.857348;0.860664;0.853797;0.814569;0.768902;0.846071;0.844658;0.858499;0.846913;0.839588;0.874532;0.867091;0.855140;0.871688;0.854839;0.860365;0.849408;0.773775;0.852578;0.821530;0.852515;0.804834;0.858669;0.811349;0.875844;0.874629;0.850123;0.770888;0.850221;0.814970;0.853289;0.867774;0.430701;0.869976;0.868391;0.854851;0.855957;0.143883;0.864743;0.841157;0.848840;0.829180;0.854386;0.842688;0.834022;0.840612;0.841096;0.869973;0.768145;0.859841;0.849243;0.801680;0.858760;0.857369;0.872365;0.857758;0.858635;0.853046;0.850195
1225205;0.852646;0.809090;0.831977;0.912790;0.848123;0.857306;0.000000;0.806710;0.858440;0.807631;0.811651;0.818750;0.853017;0.828557;0.891237;0.824358;0.827331;0.829421;0.857038;0.828803;0.812256;0.808919;0.808641;0.844854;0.849518;0.839752;0.826325;0.793014;0.822123;0.794582;0.811122;0.831805;0.804917;0.806044;0.826744;0.817942;0.829722;0.820720;0.813498;0.813210;0.830862;0.818627;0.855008;0.811407;0.827516;0.841312;0.836589;0.800748;0.817712;0.914501;0.860247;0.807997;0.822409;0.832513;0.802330;0.827442;0.817263;0.812983;0.834261;0.859674;0.849623;0.805775;0.806563;0.801413;0.807493;0.803123;0.308937;0.827709;0.811847;0.844718;0.826091;0.823987;0.817596;0.818411;0.825534;0.896048;0.836526;0.824395;0.897892;0.806989;0.839753;0.825335;0.813098;0.817017;0.793060;0.836293;0.825558;0.824083;0.812066;0.852819;0.836110;0.823206;0.821401;0.809128;0.850616;0.852087;0.823931;0.822675;0.809724;0.814581;0.807188;0.853114;0.856542;0.811502;0.892313;0.811457;0.813545;0.820181;0.822271;0.817415;0.828320;0.815989;0.832926;0.791770;0.793454;0.819722;0.807490;0.823055;0.801861;0.829182;0.828215;0.807424;0.862346;0.845331;0.808975;0.906965;0.857874;0.815396;0.802537;0.868020;0.924925;0.847819;0.805713;0.821589;0.835405;0.840712;0.834226;0.795981;0.374071;0.825976;0.806187;0.808809;0.853253;0.789946;0.804946;0.848372;0.822869;0.793144;0.821540;0.817144;0.809309;0.806971;0.805924;0.802197;0.849707;0.852627;0.827784;0.831178;0.813694;0.832816;0.814789;0.925632;0.815188;0.833739;0.809217;0.807979;0.815112;0.822314;0.853277;0.810878;0.855329;0.811357;0.860913;0.813553;0.850203;0.903492;0.925551;0.822295;0.852546;0.836922;0.849011;0.377507;0.810372;0.859249;0.819191;0.912740;0.817954;0.322185;0.856136;0.841838;0.793126;0.822637;0.869924;0.831459;0.827775;0.872142;0.824846;0.792541;0.808472;0.851248;0.827478;0.820697;0.844843;0.817779;0.806267;0.916536;0.813031;0.803175;0.811576;0.822382
1624;0.871169;0.770281;0.842403;0.917507;0.847360;0.871013;0.806710;0.000000;0.872829;0.783043;0.816993;0.813619;0.869197;0.841660;0.902997;0.798795;0.836870;0.804627;0.870141;0.807757;0.817315;0.768704;0.769455;0.853740;0.866880;0.819360;0.833041;0.777668;0.830568;0.782321;0.817895;0.846511;0.794530;0.811076;0.847742;0.809566;0.840368;0.793626;0.810942;0.825073;0.845493;0.810142;0.857416;0.455698;0.834474;0.848478;0.852067;0.804929;0.826227;0.918811;0.873689;0.768589;0.795719;0.847365;0.805988;0.804972;0.808906;0.770288;0.813281;0.874752;0.864089;0.760850;0.757222;0.788025;0.761655;0.805686;0.798913;0.848661;0.801413;0.843456;0.806555;0.842681;0.777546;0.826615;0.830341;0.907019;0.815514;0.803161;0.908953;0.812509;0.846400;0.831770;0.771816;0.820870;0.778854;0.815650;0.830326;0.798616;0.766221;0.868555;0.815176;0.826441;0.829887;0.761306;0.866004;0.857512;0.830521;0.829377;0.820021;0.771677;0.812390;0.868588;0.871160;0.823804;0.904421;0.402154;0.819192;0.828034;0.796266;0.808228;0.804634;0.775847;0.811281;0.798007;0.781010;0.817232;0.810329;0.797847;0.789647;0.848092;0.807796;0.758151;0.864569;0.854411;0.818688;0.911462;0.872479;0.775538;0.807165;0.871278;0.936479;0.864478;0.793216;0.794962;0.813638;0.848134;0.812518;0.782411;0.804697;0.803679;0.760980;0.813569;0.858667;0.797199;0.809677;0.847884;0.814961;0.799970;0.825811;0.809618;0.765439;0.812491;0.809917;0.806025;0.867658;0.868373;0.807331;0.808272;0.772417;0.810086;0.806249;0.937286;0.772931;0.842940;0.448022;0.767436;0.822687;0.798008;0.867931;0.821349;0.871876;0.817968;0.865298;0.771102;0.855515;0.914576;0.937088;0.796226;0.867787;0.815145;0.866123;0.798775;0.763764;0.872641;0.778722;0.917524;0.826851;0.806183;0.869128;0.822615;0.799076;0.831055;0.873085;0.842146;0.808571;0.886367;0.804882;0.797082;0.435182;0.866946;0.846992;0.793593;0.843302;0.823342;0.809768;0.921446;0.771687;0.808136;0.818511;0.796329
1398;0.755545;0.854246;0.858240;0.883597;0.838231;0.820333;0.858440;0.872829;0.000000;0.822974;0.868332;0.824783;0.760869;0.767637;0.863929;0.868012;0.852810;0.870985;0.821152;0.867468;0.868478;0.856456;0.855030;0.788806;0.756306;0.866193;0.865868;0.862050;0.853083;0.860943;0.868254;0.766736;0.818354;0.849547;0.871969;0.825550;0.855979;0.819268;0.813212;0.863589;0.764974;0.804117;0.846277;0.875650;0.861223;0.789491;0.771123;0.854677;0.868466;0.885349;0.824579;0.854367;0.820767;0.764955;0.856690;0.866551;0.801205;0.869306;0.832083;0.315300;0.760352;0.849946;0.860519;0.820363;0.852934;0.843967;0.856235;0.872001;0.821616;0.835887;0.840253;0.870355;0.875238;0.869442;0.879156;0.871194;0.832959;0.840003;0.873322;0.855826;0.789402;0.866344;0.870842;0.872122;0.860713;0.833930;0.879538;0.867241;0.864102;0.824915;0.831047;0.877860;0.852924;0.862390;0.757376;0.838621;0.866295;0.868145;0.861621;0.855639;0.850661;0.761920;0.394400;0.862910;0.864430;0.875604;0.869169;0.851488;0.820969;0.804863;0.859811;0.866694;0.831081;0.848679;0.861073;0.819889;0.857339;0.866714;0.818974;0.873573;0.865478;0.861713;0.853071;0.787767;0.860426;0.878586;0.300656;0.872257;0.845643;0.858331;0.842469;0.755692;0.823436;0.821354;0.832993;0.788620;0.832173;0.864720;0.856751;0.865681;0.850302;0.853408;0.840410;0.845081;0.854221;0.839082;0.831443;0.848630;0.875860;0.823012;0.851394;0.855824;0.859011;0.851484;0.756428;0.824848;0.865230;0.861139;0.869354;0.863905;0.823762;0.842380;0.874043;0.858953;0.874267;0.855695;0.871694;0.862577;0.825233;0.862298;0.759922;0.863217;0.838273;0.869305;0.837038;0.875928;0.842633;0.820058;0.824667;0.866476;0.756140;0.854148;0.862904;0.823199;0.876579;0.883845;0.868516;0.857655;0.819642;0.837627;0.848902;0.853481;0.861252;0.857944;0.841748;0.541173;0.839295;0.848776;0.871596;0.823064;0.870762;0.819253;0.835471;0.862500;0.855238;0.886837;0.868485;0.857337;0.864369;0.820132
